customer_id,signup_date,home_region,customer_segment,acquisition_channel
C-00628,2026-04-11,North,New,Paid Search
C-00629,2025-06-01,West,Returning,Social
C-00630,2024-07-08,East,VIP,Social
C-00631,2024-08-09,South,New,Organic Search
C-00632,2023-08-23,South,Returning,Organic Search
C-00633,2024-12-31,East,Returning,Email
C-00634,2023-10-27,East,Returning,Organic Search
C-00635,2024-08-12,East,Returning,Marketplace
C-00636,2022-11-26,North,Returning,Paid Search
C-00637,2025-12-31,East,Returning,Social
C-00638,2025-03-07,East,Returning,Organic Search
C-00639,2026-01-07,West,New,Paid Search
C-00640,2024-05-22,South,New,Marketplace
C-00641,2026-01-08,West,Returning,Email
C-00642,2023-06-26,South,Returning,Email
C-00643,2024-11-27,West,Returning,Social
C-00644,2025-04-28,Central,Returning,Organic Search
C-00645,2024-03-27,Central,New,Paid Search
C-00646,2024-10-20,North,Returning,Marketplace
C-00647,2023-07-05,North,Returning,Marketplace
C-00648,2026-02-23,Central,Returning,Email
C-00649,2025-04-01,North,New,Organic Search
C-00650,2024-01-04,East,Returning,Email
C-00651,2026-03-13,South,Returning,Social
C-00652,2024-06-21,Central,Returning,Email
C-00653,2023-05-21,West,New,Paid Search
C-00654,2023-03-08,Central,VIP,Organic Search
C-00655,2023-08-05,West,New,Marketplace
C-00656,2025-01-19,East,Returning,Organic Search
C-00657,2025-03-04,North,New,Marketplace
C-00658,2023-05-16,West,New,Social
C-00659,2024-12-01,East,Returning,Email
C-00660,2023-05-16,East,Returning,Social
C-00661,2024-11-09,West,Returning,Paid Search
C-00662,2025-04-04,East,Returning,Paid Search
C-00663,2024-06-09,East,New,Email
C-00664,2025-07-27,Central,Returning,Social
C-00665,2023-02-09,West,New,Paid Search
C-00666,2023-07-19,North,VIP,Paid Search
C-00667,2025-04-01,West,New,Organic Search
C-00668,2024-07-17,Central,New,Organic Search
C-00669,2024-11-14,South,New,Marketplace
C-00670,2023-10-11,East,New,Social
C-00671,2024-02-29,North,Returning,Organic Search
C-00672,2024-01-18,North,Returning,Organic Search
C-00673,2025-05-06,West,New,Marketplace
C-00674,2025-03-20,East,Returning,Organic Search
C-00675,2023-05-08,North,Returning,Paid Search
C-00676,2024-07-11,West,New,Social
C-00677,2023-08-06,West,Returning,Organic Search
C-00678,2026-01-03,West,New,Paid Search
C-00679,2024-01-17,North,Returning,Paid Search
C-00680,2025-05-01,North,Returning,Organic Search
C-00681,2023-07-17,South,Returning,Direct
C-00682,2024-08-12,North,Returning,Social
C-00683,2024-03-29,East,Returning,Email
C-00684,2022-12-31,West,Returning,Paid Search
C-00685,2025-10-02,North,Returning,Paid Search
C-00686,2023-02-26,West,Returning,Organic Search
C-00687,2025-01-05,East,New,Email
C-00688,2025-10-23,North,VIP,Paid Search
C-00689,2024-08-16,Central,New,Email
C-00690,2024-11-24,North,Returning,Email
C-00691,2023-04-05,North,New,Organic Search
C-00692,2023-01-27,Central,VIP,Paid Search
C-00693,2024-06-15,East,Returning,Paid Search
C-00694,2025-02-07,East,New,Email
C-00695,2024-05-28,North,New,Direct
C-00696,2023-09-21,South,Returning,Social
C-00697,2023-03-22,East,New,Direct
C-00698,2024-03-09,North,New,Paid Search
C-00699,2025-05-23,North,Returning,Social
C-00700,2023-11-01,West,New,Social
C-00701,2023-10-08,South,Returning,Email
C-00702,2024-04-20,North,New,Marketplace
C-00703,2024-05-10,North,Returning,Marketplace
C-00704,2024-09-23,South,Returning,Organic Search
C-00705,2026-01-30,East,Returning,Email
C-00706,2023-02-28,East,Returning,Paid Search
C-00707,2024-04-12,Central,Returning,Social
C-00708,2023-07-01,East,New,Organic Search
C-00709,2022-12-02,East,New,Paid Search
C-00710,2023-09-10,Central,New,Organic Search
C-00711,2025-03-14,North,New,Direct
C-00712,2024-08-23,North,New,Paid Search
C-00713,2025-08-31,North,Returning,Organic Search
C-00714,2025-09-28,Central,VIP,Organic Search
C-00715,2025-06-16,West,Returning,Paid Search
C-00716,2023-05-02,North,Returning,Organic Search
C-00717,2026-01-04,West,Returning,Organic Search
C-00718,2024-11-30,East,Returning,Social
C-00719,2023-12-12,East,Returning,Marketplace
C-00720,2023-09-11,South,New,Organic Search
C-00721,2024-10-16,West,Returning,Organic Search
C-00722,2024-09-23,West,New,Marketplace
C-00723,2024-07-28,East,New,Organic Search
C-00724,2025-08-10,Central,VIP,Organic Search
C-00725,2024-06-02,Central,New,Marketplace
C-00726,2025-10-06,Central,New,Paid Search
C-00727,2023-04-29,East,Returning,Social
C-00728,2025-01-22,East,New,Paid Search
C-00729,2023-08-01,South,New,Paid Search
C-00730,2025-01-19,West,Returning,Paid Search
C-00731,2024-05-16,Central,New,Organic Search
C-00732,2026-02-16,North,New,Paid Search
C-00733,2024-08-11,East,New,Direct
C-00734,2024-01-06,East,Returning,Marketplace
C-00735,2023-05-11,West,New,Marketplace
C-00736,2026-03-26,West,New,Paid Search
C-00737,2023-05-12,Central,Returning,Paid Search
C-00738,2023-02-15,South,Returning,Direct
C-00739,2023-01-09,Central,VIP,Email
C-00740,2025-12-07,East,New,Marketplace
C-00741,2023-08-20,North,New,Marketplace
C-00742,2024-02-05,West,New,Paid Search
C-00743,2023-04-28,South,Returning,Marketplace
C-00744,2022-12-21,North,VIP,Social
C-00745,2023-07-28,West,New,Marketplace
C-00746,2023-07-15,East,New,Organic Search
C-00747,2026-01-25,West,Returning,Email
C-00748,2024-12-29,North,Returning,Organic Search
C-00749,2023-11-25,East,New,Organic Search
C-00750,2026-04-17,North,Returning,Paid Search
C-00751,2025-02-27,East,VIP,Organic Search
C-00752,2024-12-30,North,New,Marketplace
C-00753,2025-10-18,Central,New,Email
C-00754,2022-12-16,West,VIP,Paid Search
C-00755,2025-11-26,South,Returning,Email
C-00756,2024-08-26,North,New,Paid Search
C-00757,2024-01-29,West,New,Paid Search
C-00758,2025-06-30,West,Returning,Direct
C-00759,2023-09-29,West,New,Organic Search
C-00760,2023-03-01,Central,Returning,Email
C-00761,2025-01-10,West,New,Marketplace
C-00762,2023-11-02,South,New,Social
C-00763,2024-11-10,North,VIP,Social
C-00764,2026-01-12,East,Returning,Organic Search
C-00765,2025-08-11,North,Returning,Organic Search
C-00766,2023-03-02,North,New,Email
C-00767,2022-11-08,East,New,Marketplace
C-00768,2024-10-04,Central,Returning,Marketplace
C-00769,2024-08-30,North,New,Social
C-00770,2023-08-24,West,Returning,Marketplace
C-00771,2023-04-04,Central,New,Paid Search
C-00772,2023-06-01,South,New,Direct
C-00773,2025-04-19,Central,Returning,Social
C-00774,2023-10-29,East,Returning,Marketplace
C-00775,2026-04-16,North,Returning,Email
C-00776,2023-11-01,West,New,Paid Search
C-00777,2023-11-05,Central,Returning,Direct
C-00778,2025-01-16,West,Returning,Email
C-00779,2023-11-14,Central,Returning,Direct
C-00780,2024-02-02,North,Returning,Email
C-00781,2024-09-15,North,Returning,Direct
C-00782,2023-10-16,Central,Returning,Marketplace
C-00783,2024-09-24,South,Returning,Organic Search
C-00784,2023-03-25,West,New,Social
C-00785,2023-02-13,West,New,Direct
C-00786,2025-03-03,South,Returning,Email
C-00787,2023-06-02,West,Returning,Email
C-00788,2024-02-11,North,New,Marketplace
C-00789,2024-07-02,South,New,Organic Search
C-00790,2024-10-07,South,New,Social
C-00791,2025-12-01,Central,VIP,Paid Search
C-00792,2026-04-16,West,VIP,Paid Search
C-00793,2023-10-10,East,Returning,Organic Search
C-00794,2024-09-15,North,New,Social
C-00795,2025-11-17,South,New,Organic Search
C-00796,2023-02-16,East,New,Email
C-00797,2023-02-26,South,New,Paid Search
C-00798,2026-03-20,North,Returning,Organic Search
C-00799,2024-06-26,East,VIP,Organic Search
C-00800,2025-01-29,Central,Returning,Organic Search
C-00801,2025-11-25,South,New,Paid Search
C-00802,2023-11-24,South,Returning,Email
C-00803,2024-02-13,East,Returning,Organic Search
C-00804,2023-05-24,South,New,Email
C-00805,2026-02-26,North,New,Paid Search
C-00806,2025-10-12,East,New,Marketplace
C-00807,2025-07-06,North,Returning,Paid Search
C-00808,2025-01-23,West,VIP,Email
C-00809,2025-09-30,West,Returning,Social
C-00810,2023-07-11,East,VIP,Direct
C-00811,2023-10-15,West,VIP,Organic Search
C-00812,2025-03-23,West,New,Organic Search
C-00813,2023-09-05,South,Returning,Direct
C-00814,2023-03-24,East,New,Email
C-00815,2024-05-25,Central,Returning,Organic Search
C-00816,2026-02-22,South,Returning,Paid Search
C-00817,2023-09-06,East,Returning,Direct
C-00818,2023-05-31,East,VIP,Organic Search
C-00819,2024-06-14,Central,Returning,Marketplace
C-00820,2024-04-30,East,New,Email
C-00821,2023-01-22,South,New,Email
C-00822,2025-02-06,Central,New,Paid Search
C-00823,2024-03-07,East,New,Organic Search
C-00824,2024-12-08,West,New,Paid Search
C-00825,2024-06-03,Central,Returning,Social
C-00826,2024-02-16,Central,New,Paid Search
C-00827,2024-08-25,South,New,Social
C-00828,2023-11-26,Central,Returning,Paid Search
C-00829,2025-07-26,Central,Returning,Marketplace
C-00830,2025-09-27,North,Returning,Social
C-00831,2025-02-10,Central,New,Marketplace
C-00832,2023-01-05,Central,New,Organic Search
C-00833,2023-03-05,East,New,Direct
C-00834,2023-12-19,West,New,Email
C-00835,2023-07-18,North,Returning,Email
C-00836,2025-05-08,Central,New,Email
C-00837,2024-10-23,West,New,Organic Search
C-00838,2023-05-11,South,New,Organic Search
C-00839,2026-01-21,North,Returning,Organic Search
C-00840,2024-02-11,South,Returning,Paid Search
C-00841,2022-12-18,Central,Returning,Social
C-00842,2025-07-04,West,VIP,Email
C-00843,2022-11-24,East,New,Direct
C-00844,2024-05-23,South,Returning,Paid Search
C-00845,2024-04-06,South,New,Email
C-00846,2025-01-28,North,Returning,Direct
C-00847,2024-12-12,East,Returning,Paid Search
C-00848,2023-06-16,South,Returning,Organic Search
C-00849,2024-09-02,South,Returning,Social
C-00850,2024-07-10,East,New,Organic Search
C-00851,2023-03-03,West,Returning,Email
C-00852,2024-08-22,West,Returning,Social
C-00853,2024-07-04,South,New,Paid Search
C-00854,2023-01-18,Central,Returning,Marketplace
C-00855,2024-10-09,North,Returning,Email
C-00856,2025-07-08,West,VIP,Email
C-00857,2023-10-21,Central,Returning,Organic Search
C-00858,2023-05-25,West,Returning,Social
C-00859,2025-12-25,North,Returning,Social
C-00860,2024-09-24,North,Returning,Organic Search
C-00861,2024-07-27,Central,Returning,Paid Search
C-00862,2026-02-18,Central,New,Email
C-00863,2026-02-14,East,Returning,Email
C-00864,2023-12-10,Central,Returning,Paid Search
C-00865,2024-07-10,Central,New,Organic Search
C-00866,2023-12-22,Central,New,Marketplace
C-00867,2025-06-01,Central,New,Organic Search
C-00868,2023-04-21,West,Returning,Organic Search
C-00869,2023-03-05,South,New,Social
C-00870,2023-10-18,North,Returning,Marketplace
C-00871,2023-05-06,East,New,Paid Search
C-00872,2025-04-03,South,VIP,Organic Search
C-00873,2023-12-20,Central,Returning,Marketplace
C-00874,2025-10-29,West,New,Social
C-00875,2024-03-30,Central,New,Paid Search
C-00876,2023-06-05,East,New,Organic Search
C-00877,2023-02-08,South,New,Social
C-00878,2026-03-12,East,Returning,Social
C-00879,2023-08-08,Central,New,Paid Search
C-00880,2023-11-27,Central,New,Marketplace
C-00881,2022-12-16,West,New,Organic Search
C-00882,2022-12-21,North,Returning,Paid Search
C-00883,2023-01-22,West,New,Social
C-00884,2023-02-14,North,Returning,Organic Search
C-00885,2022-12-17,North,New,Paid Search
C-00886,2023-07-18,East,Returning,Organic Search
C-00887,2022-11-26,West,New,Social
C-00888,2024-05-12,West,Returning,Paid Search
C-00889,2023-06-09,East,Returning,Paid Search
C-00890,2023-06-12,East,Returning,Social
C-00891,2025-10-13,South,VIP,Paid Search
C-00892,2023-10-01,East,New,Organic Search
C-00893,2025-07-18,North,New,Social
C-00894,2023-06-21,West,Returning,Organic Search
C-00895,2023-05-10,North,Returning,Social
C-00896,2024-04-14,East,Returning,Direct
C-00897,2024-04-30,North,Returning,Organic Search
C-00898,2023-01-26,South,Returning,Social
C-00899,2025-03-28,North,Returning,Social
C-00900,2023-02-08,North,New,Social
C-00901,2024-09-10,East,New,Social
C-00902,2023-05-16,South,New,Organic Search
C-00903,2025-02-03,South,VIP,Paid Search
C-00904,2025-07-13,West,Returning,Marketplace
C-00905,2023-06-26,West,New,Direct
C-00906,2023-09-29,Central,New,Email
C-00907,2026-01-15,North,Returning,Paid Search
C-00908,2024-11-10,Central,Returning,Marketplace
C-00909,2023-08-01,East,Returning,Marketplace
C-00910,2025-04-27,South,New,Paid Search
C-00911,2025-10-16,East,Returning,Email
C-00912,2024-09-29,West,Returning,Email
C-00913,2025-04-11,North,Returning,Paid Search
C-00914,2025-01-03,West,New,Marketplace
C-00915,2026-04-15,West,New,Organic Search
C-00916,2025-06-25,Central,Returning,Organic Search
C-00917,2025-08-09,South,New,Organic Search
C-00918,2025-09-10,West,New,Paid Search
C-00919,2024-03-02,East,New,Email
C-00920,2023-05-06,East,Returning,Organic Search
C-00921,2025-08-21,North,Returning,Paid Search
C-00922,2023-01-19,North,Returning,Organic Search
C-00923,2026-03-28,West,VIP,Marketplace
C-00924,2026-01-01,West,New,Direct
C-00925,2024-11-20,West,Returning,Marketplace
C-00926,2024-09-16,East,Returning,Email
C-00927,2024-11-20,North,Returning,Social
C-00928,2024-02-04,South,New,Social
C-00929,2024-06-26,South,Returning,Organic Search
C-00930,2023-10-09,West,Returning,Social
C-00931,2025-02-22,East,New,Organic Search
C-00932,2025-01-19,West,New,Organic Search
C-00933,2024-09-29,South,New,Direct
C-00934,2026-02-24,Central,New,Paid Search
C-00935,2026-02-25,North,VIP,Email
C-00936,2025-10-28,East,Returning,Paid Search
C-00937,2026-02-17,East,Returning,Direct
C-00938,2023-11-04,North,Returning,Marketplace
C-00939,2023-06-07,East,New,Marketplace
C-00940,2025-09-04,South,VIP,Email
C-00941,2024-03-29,Central,New,Direct
C-00942,2025-05-22,North,Returning,Email
C-00943,2025-09-21,West,New,Marketplace
C-00944,2025-12-14,North,Returning,Social
C-00945,2024-06-24,Central,Returning,Organic Search
C-00946,2023-11-06,West,Returning,Paid Search
C-00947,2023-07-01,East,Returning,Email
C-00948,2025-03-10,Central,Returning,Email
C-00949,2025-03-21,East,Returning,Organic Search
C-00950,2023-08-31,North,New,Organic Search
C-00951,2023-10-02,West,VIP,Organic Search
C-00952,2023-03-14,South,Returning,Social
C-00953,2023-01-12,East,New,Email
C-00954,2025-12-31,West,Returning,Email
C-00955,2024-03-07,West,Returning,Social
C-00956,2023-02-11,South,VIP,Direct
C-00957,2024-08-08,North,VIP,Social
C-00958,2023-12-27,West,Returning,Marketplace
C-00959,2024-02-11,West,VIP,Social
C-00960,2026-02-24,East,Returning,Social
C-00961,2023-12-08,North,New,Social
C-00962,2023-11-24,West,VIP,Organic Search
C-00963,2023-01-29,East,Returning,Organic Search
C-00964,2026-02-15,North,Returning,Email
C-00965,2023-09-20,Central,New,Email
C-00966,2026-04-20,South,Returning,Marketplace
C-00967,2025-12-07,West,New,Paid Search
C-00968,2024-01-31,East,VIP,Marketplace
C-00969,2023-09-29,East,New,Organic Search
C-00970,2024-02-03,West,VIP,Paid Search
C-00971,2024-06-30,West,New,Email
C-00972,2025-12-30,Central,Returning,Organic Search
C-00973,2024-10-15,Central,Returning,Email
C-00974,2024-03-20,West,VIP,Paid Search
C-00975,2023-06-27,East,New,Paid Search
C-00976,2025-09-30,South,Returning,Marketplace
C-00977,2025-05-07,South,Returning,Social
C-00978,2024-08-24,Central,Returning,Organic Search
C-00979,2025-11-12,East,Returning,Organic Search
C-00980,2024-01-17,South,Returning,Organic Search
C-00981,2025-11-12,Central,Returning,Social
C-00982,2025-04-16,Central,Returning,Social
C-00983,2023-09-17,West,New,Organic Search
C-00984,2023-04-06,West,New,Email
C-00985,2026-01-27,Central,Returning,Paid Search
C-00986,2025-05-18,East,Returning,Organic Search
C-00987,2023-07-07,West,Returning,Email
C-00988,2026-02-18,West,New,Paid Search
C-00989,2025-09-01,West,New,Paid Search
C-00990,2023-05-03,Central,New,Paid Search
C-00991,2023-01-09,East,Returning,Organic Search
C-00992,2025-01-15,West,Returning,Paid Search
C-00993,2023-08-29,Central,New,Direct
C-00994,2024-12-10,North,VIP,Marketplace
C-00995,2023-08-23,North,New,Email
C-00996,2025-11-11,North,Returning,Organic Search
C-00997,2024-10-11,Central,New,Marketplace
C-00998,2023-08-25,North,New,Marketplace
C-00999,2023-12-09,West,New,Email
C-01000,2023-02-26,Central,Returning,Direct
C-01001,2025-06-08,North,Returning,Social
C-01002,2024-04-03,West,New,Email
C-01003,2024-09-14,West,New,Organic Search
C-01004,2024-06-12,Central,Returning,Paid Search
C-01005,2025-05-17,West,New,Social
C-01006,2023-09-15,South,Returning,Paid Search
C-01007,2025-04-02,South,New,Marketplace
C-01008,2025-04-18,South,New,Social
C-01009,2024-09-16,East,Returning,Paid Search
C-01010,2024-07-24,North,Returning,Social
C-01011,2023-04-23,Central,Returning,Organic Search
C-01012,2025-11-14,West,New,Social
C-01013,2023-04-10,West,VIP,Social
C-01014,2026-02-10,West,Returning,Organic Search
C-01015,2023-01-21,East,Returning,Direct
C-01016,2025-06-30,North,Returning,Paid Search
C-01017,2026-02-26,South,Returning,Email
C-01018,2025-09-17,South,New,Organic Search
C-01019,2024-03-10,West,Returning,Email
C-01020,2023-10-12,North,Returning,Organic Search
C-01021,2026-01-09,West,VIP,Direct
C-01022,2025-07-24,North,VIP,Social
C-01023,2024-02-24,South,New,Organic Search
C-01024,2024-01-04,West,Returning,Paid Search
C-01025,2025-05-26,North,VIP,Social
C-01026,2023-06-06,East,Returning,Marketplace
C-01027,2024-04-29,East,Returning,Paid Search
C-01028,2024-12-21,West,New,Marketplace
C-01029,2025-09-30,Central,New,Organic Search
C-01030,2025-02-15,Central,New,Email
C-01031,2025-07-21,North,VIP,Marketplace
C-01032,2025-04-25,North,New,Social
C-01033,2024-01-14,North,New,Email
C-01034,2023-07-07,South,Returning,Paid Search
C-01035,2023-06-27,East,Returning,Organic Search
C-01036,2023-10-03,South,Returning,Organic Search
C-01037,2023-07-26,North,Returning,Social
C-01038,2023-01-26,North,VIP,Organic Search
C-01039,2023-11-10,South,Returning,Direct
C-01040,2022-12-15,West,Returning,Marketplace
C-01041,2023-05-01,East,New,Email
C-01042,2025-07-20,West,New,Email
C-01043,2026-02-12,North,Returning,Social
C-01044,2024-05-01,West,New,Direct
C-01045,2026-03-12,North,Returning,Paid Search
C-01046,2023-06-17,East,New,Marketplace
C-01047,2025-03-15,East,Returning,Organic Search
C-01048,2026-04-19,Central,Returning,Email
C-01049,2023-07-05,West,New,Marketplace
C-01050,2025-11-15,Central,Returning,Social
C-01051,2025-04-08,South,Returning,Organic Search
C-01052,2025-10-27,Central,Returning,Email
C-01053,2024-12-26,West,New,Marketplace
C-01054,2026-01-29,North,New,Email
C-01055,2024-02-26,North,VIP,Email
C-01056,2025-11-24,North,New,Social
C-01057,2022-11-21,North,Returning,Organic Search
C-01058,2024-01-01,South,Returning,Paid Search
C-01059,2023-09-19,East,Returning,Organic Search
C-01060,2025-11-08,South,Returning,Organic Search
C-01061,2025-01-28,South,Returning,Marketplace
C-01062,2025-07-22,East,New,Email
C-01063,2024-07-27,West,Returning,Paid Search
C-01064,2023-08-16,West,Returning,Social
C-01065,2025-05-09,Central,Returning,Organic Search
C-01066,2025-09-13,South,New,Email
C-01067,2023-02-21,Central,New,Organic Search
C-01068,2023-05-12,East,Returning,Email
C-01069,2023-05-06,North,New,Organic Search
C-01070,2023-01-23,Central,Returning,Paid Search
C-01071,2025-10-09,Central,New,Organic Search
C-01072,2023-10-31,East,Returning,Organic Search
C-01073,2025-10-03,North,New,Email
C-01074,2025-09-28,East,Returning,Social
C-01075,2024-11-12,North,New,Organic Search
C-01076,2024-05-25,South,Returning,Paid Search
C-01077,2026-02-19,North,New,Social
C-01078,2023-05-10,West,Returning,Email
C-01079,2026-02-12,Central,New,Organic Search
C-01080,2026-04-01,East,VIP,Paid Search
C-01081,2022-11-16,South,New,Organic Search
C-01082,2023-04-04,South,Returning,Organic Search
C-01083,2025-09-23,Central,VIP,Marketplace
C-01084,2026-01-27,East,New,Paid Search
C-01085,2025-07-24,West,Returning,Direct
C-01086,2025-06-03,Central,Returning,Marketplace
C-01087,2025-07-21,North,New,Social
C-01088,2024-02-01,North,Returning,Paid Search
C-01089,2024-10-30,North,Returning,Marketplace
C-01090,2024-03-29,South,New,Social
C-01091,2024-10-07,Central,New,Email
C-01092,2024-10-31,East,New,Organic Search
C-01093,2023-12-01,North,Returning,Social
C-01094,2024-05-03,North,New,Organic Search
C-01095,2026-04-26,West,New,Organic Search
C-01096,2023-04-16,West,Returning,Email
C-01097,2025-11-19,West,VIP,Paid Search
C-01098,2024-08-13,Central,Returning,Marketplace
C-01099,2024-05-22,Central,Returning,Direct
C-01100,2024-06-02,West,New,Organic Search
C-01101,2025-10-18,East,Returning,Email
C-01102,2025-09-01,Central,New,Social
C-01103,2025-05-31,West,VIP,Email
C-01104,2022-11-24,North,New,Email
C-01105,2024-09-03,Central,New,Organic Search
C-01106,2024-04-28,East,New,Email
C-01107,2024-11-25,South,New,Paid Search
C-01108,2024-12-08,South,New,Paid Search
C-01109,2026-01-20,East,New,Organic Search
C-01110,2023-05-30,West,Returning,Email
C-01111,2024-12-26,West,New,Social
C-01112,2025-07-02,North,Returning,Email
C-01113,2025-09-30,South,Returning,Email
C-01114,2024-04-03,East,Returning,Paid Search
C-01115,2023-10-07,West,New,Email
C-01116,2023-05-23,South,Returning,Paid Search
C-01117,2025-12-28,West,Returning,Paid Search
C-01118,2025-02-27,Central,New,Direct
C-01119,2023-12-19,West,Returning,Email
C-01120,2024-06-11,West,New,Email
C-01121,2025-05-10,South,VIP,Paid Search
C-01122,2023-08-30,West,Returning,Direct
C-01123,2025-03-19,East,Returning,Marketplace
C-01124,2023-04-02,South,New,Paid Search
C-01125,2024-06-25,East,Returning,Paid Search
C-01126,2025-05-06,Central,Returning,Social
C-01127,2025-10-08,South,VIP,Organic Search
C-01128,2022-12-24,North,New,Organic Search
C-01129,2023-04-19,South,New,Organic Search
C-01130,2025-07-03,North,Returning,Paid Search
C-01131,2023-04-26,East,New,Organic Search
C-01132,2025-01-13,North,New,Paid Search
C-01133,2023-07-23,West,New,Organic Search
C-01134,2024-11-06,South,Returning,Email
C-01135,2025-11-18,East,VIP,Organic Search
C-01136,2025-11-15,East,New,Social
C-01137,2026-01-05,West,Returning,Email
C-01138,2024-10-18,North,Returning,Organic Search
C-01139,2024-07-29,South,New,Paid Search
C-01140,2022-11-07,West,Returning,Organic Search
C-01141,2024-06-16,North,Returning,Direct
C-01142,2025-07-11,West,New,Marketplace
C-01143,2026-03-13,North,New,Paid Search
C-01144,2025-02-27,East,VIP,Organic Search
C-01145,2025-01-13,North,Returning,Organic Search
C-01146,2024-03-11,West,Returning,Email
C-01147,2024-05-16,West,New,Marketplace
C-01148,2025-03-01,North,New,Organic Search
C-01149,2023-06-21,East,Returning,Organic Search
C-01150,2025-08-10,North,New,Organic Search
C-01151,2025-11-06,Central,New,Paid Search
C-01152,2023-07-21,West,Returning,Organic Search
C-01153,2023-09-11,North,New,Paid Search
C-01154,2025-08-23,East,VIP,Marketplace
C-01155,2024-09-13,West,New,Organic Search
C-01156,2024-05-05,North,Returning,Email
C-01157,2023-12-05,South,VIP,Paid Search
C-01158,2022-12-02,West,New,Organic Search
C-01159,2025-05-02,Central,New,Organic Search
C-01160,2023-05-18,Central,Returning,Email
C-01161,2024-08-07,North,VIP,Social
C-01162,2025-12-06,South,Returning,Social
C-01163,2023-12-18,North,New,Social
C-01164,2023-06-26,East,New,Organic Search
C-01165,2024-05-25,South,Returning,Organic Search
C-01166,2023-02-01,West,Returning,Social
C-01167,2023-09-20,North,New,Organic Search
C-01168,2023-05-13,South,Returning,Direct
C-01169,2023-03-09,West,New,Social
C-01170,2023-06-14,North,New,Direct
C-01171,2024-10-18,East,Returning,Organic Search
C-01172,2024-12-19,North,New,Marketplace
C-01173,2025-07-27,East,Returning,Email
C-01174,2025-08-06,North,New,Paid Search
C-01175,2025-06-23,West,New,Direct
C-01176,2025-12-16,East,New,Paid Search
C-01177,2024-04-29,East,Returning,Social
C-01178,2025-09-08,North,New,Organic Search
C-01179,2024-11-21,North,Returning,Social
C-01180,2025-11-14,North,Returning,Social
C-01181,2025-12-10,South,New,Paid Search
C-01182,2024-08-27,East,New,Organic Search
C-01183,2023-07-30,North,New,Organic Search
C-01184,2023-12-04,East,New,Marketplace
C-01185,2025-08-06,West,Returning,Organic Search
C-01186,2024-11-26,West,New,Organic Search
C-01187,2024-01-08,Central,Returning,Marketplace
C-01188,2025-06-22,North,Returning,Email
C-01189,2025-03-07,West,Returning,Organic Search
C-01190,2026-04-23,North,New,Organic Search
C-01191,2024-07-21,North,New,Email
C-01192,2023-06-02,East,Returning,Organic Search
C-01193,2025-10-19,East,Returning,Direct
C-01194,2025-12-24,South,Returning,Organic Search
C-01195,2026-01-30,East,New,Social
C-01196,2023-06-08,North,New,Paid Search
C-01197,2024-09-28,East,Returning,Email
C-01198,2024-10-28,East,VIP,Direct
C-01199,2024-12-07,West,New,Marketplace
C-01200,2024-08-30,East,Returning,Organic Search
C-01201,2025-12-07,South,VIP,Direct
C-01202,2025-05-11,North,VIP,Organic Search
C-01203,2024-06-11,East,Returning,Direct
C-01204,2024-07-17,Central,New,Organic Search
C-01205,2024-08-12,West,New,Social
C-01206,2024-05-25,East,VIP,Email
C-01207,2026-01-20,North,New,Paid Search
C-01208,2023-08-17,Central,New,Organic Search
C-01209,2024-04-14,North,Returning,Paid Search
C-01210,2024-01-26,West,Returning,Marketplace
C-01211,2023-10-27,Central,Returning,Social
C-01212,2023-05-21,South,Returning,Social
C-01213,2026-01-30,West,New,Direct
C-01214,2024-09-21,West,New,Paid Search
C-01215,2023-07-11,North,Returning,Social
C-01216,2026-03-24,West,VIP,Social
C-01217,2023-02-25,North,New,Email
C-01218,2023-09-09,West,New,Organic Search
C-01219,2025-01-19,West,VIP,Email
C-01220,2023-05-10,South,New,Paid Search
C-01221,2023-08-04,East,New,Social
C-01222,2025-12-03,North,New,Email
C-01223,2023-08-01,East,Returning,Organic Search
C-01224,2025-01-24,North,Returning,Email
C-01225,2025-10-15,North,New,Social
C-01226,2024-08-30,East,Returning,Organic Search
C-01227,2025-03-03,South,Returning,Paid Search
C-01228,2026-03-07,West,Returning,Organic Search
C-01229,2024-10-23,Central,Returning,Paid Search
C-01230,2023-09-01,Central,Returning,Organic Search
C-01231,2024-12-11,West,New,Organic Search
C-01232,2023-02-26,East,New,Organic Search
C-01233,2024-06-18,West,New,Organic Search
C-01234,2025-05-16,South,Returning,Social
C-01235,2024-01-14,East,New,Organic Search
C-01236,2025-07-23,Central,Returning,Social
C-01237,2022-12-14,Central,New,Email
C-01238,2024-04-13,South,New,Marketplace
C-01239,2026-04-25,East,New,Direct
C-01240,2023-03-23,South,New,Marketplace
C-01241,2024-11-13,North,Returning,Marketplace
C-01242,2025-01-06,South,New,Direct
C-01243,2023-05-29,East,VIP,Email
C-01244,2023-05-06,East,New,Paid Search
C-01245,2022-12-21,Central,New,Paid Search
C-01246,2025-08-06,North,New,Paid Search
C-01247,2024-10-27,South,New,Direct
C-01248,2025-08-29,North,New,Organic Search
C-01249,2025-01-07,West,VIP,Organic Search
C-01250,2025-12-17,North,VIP,Paid Search
C-01251,2025-01-19,North,Returning,Paid Search
C-01252,2026-04-14,West,Returning,Paid Search
C-01253,2026-01-23,Central,New,Marketplace
C-01254,2024-09-11,North,Returning,Social
C-01255,2026-02-08,West,Returning,Marketplace
C-01256,2024-07-31,Central,Returning,Marketplace
C-01257,2025-04-05,Central,VIP,Organic Search
