date,channel,spend,impressions,clicks
2024-08-06,Paid Search,1185.15,76766,2312
2024-08-06,Email,271.63,16964,1007
2024-08-06,Social,857.03,52153,1293
2024-08-06,Marketplace,674.87,32295,1059
2024-08-06,Direct,104.63,5917,328
2024-08-07,Organic Search,336.96,18991,954
2024-08-07,Paid Search,1212.37,77726,2751
2024-08-07,Email,271.82,12999,1090
2024-08-07,Social,807.12,41083,1001
2024-08-07,Marketplace,705.44,27436,1076
2024-08-07,Direct,108.63,5093,263
2024-08-08,Organic Search,297.59,14763,721
2024-08-08,Paid Search,1187.93,66549,2291
2024-08-08,Email,223.33,10276,792
2024-08-08,Social,836.33,38259,1029
2024-08-08,Marketplace,628.94,31730,1397
2024-08-08,Direct,145.48,7384,311
2024-08-09,Organic Search,364.71,21609,997
2024-08-09,Paid Search,1249.76,64920,2066
2024-08-09,Email,257.50,15196,948
2024-08-09,Social,815.71,48314,1181
2024-08-09,Marketplace,586.93,40755,1217
2024-08-09,Direct,117.52,5536,299
2024-08-10,Organic Search,317.42,16289,729
2024-08-10,Paid Search,1230.41,70006,2054
2024-08-10,Email,217.15,12870,911
2024-08-10,Social,807.58,35560,1099
2024-08-10,Marketplace,705.58,49144,1783
2024-08-10,Direct,67.14,4294,220
2024-08-11,Organic Search,278.79,13132,573
2024-08-11,Paid Search,1225.86,75618,2429
2024-08-11,Email,193.60,8481,561
2024-08-11,Social,750.69,47172,1087
2024-08-11,Marketplace,632.23,29242,1154
2024-08-11,Direct,47.98,2424,137
2024-08-12,Organic Search,285.87,12941,486
2024-08-12,Paid Search,1185.93,48378,1790
2024-08-12,Email,279.36,13385,799
2024-08-12,Social,854.12,42756,1054
2024-08-12,Marketplace,653.39,44073,1336
2024-08-12,Direct,154.53,7075,379
2024-08-13,Organic Search,275.48,16867,669
2024-08-13,Paid Search,1181.52,81511,3264
2024-08-13,Email,287.67,14621,1045
2024-08-13,Social,777.39,37221,978
2024-08-13,Marketplace,578.71,31931,1090
2024-08-13,Direct,177.58,11159,521
2024-08-14,Organic Search,254.62,14012,685
2024-08-14,Paid Search,1266.03,62380,2527
2024-08-14,Email,269.72,17876,1239
2024-08-14,Social,870.63,34195,913
2024-08-14,Marketplace,645.11,43222,1579
2024-08-14,Direct,117.08,5280,347
2024-08-15,Organic Search,296.96,19649,767
2024-08-15,Paid Search,1206.64,74934,2565
2024-08-15,Email,242.92,10399,776
2024-08-15,Social,821.76,47986,1238
2024-08-15,Marketplace,579.09,37508,1380
2024-08-15,Direct,50.78,2272,112
2024-08-16,Organic Search,239.59,10717,427
2024-08-16,Paid Search,1216.12,59568,2067
2024-08-16,Email,233.53,15661,1384
2024-08-16,Social,785.66,54380,957
2024-08-16,Marketplace,608.31,38801,1338
2024-08-16,Direct,88.79,4768,274
2024-08-17,Organic Search,246.04,13971,614
2024-08-17,Paid Search,1267.05,48607,1219
2024-08-17,Email,252.24,18137,1550
2024-08-17,Social,824.17,53137,1342
2024-08-17,Marketplace,665.95,38827,1535
2024-08-17,Direct,139.47,7089,353
2024-08-18,Organic Search,222.56,10454,474
2024-08-18,Paid Search,1176.63,49500,2034
2024-08-18,Email,211.35,8053,501
2024-08-18,Social,779.32,39362,927
2024-08-18,Marketplace,653.31,26112,930
2024-08-18,Direct,102.88,4340,235
2024-08-19,Organic Search,214.83,10258,436
2024-08-19,Paid Search,1169.84,60244,1828
2024-08-19,Email,133.38,7728,566
2024-08-19,Social,802.59,35153,771
2024-08-19,Marketplace,627.89,36808,1004
2024-08-19,Direct,91.62,4887,253
2024-08-20,Organic Search,266.84,10976,534
2024-08-20,Paid Search,1262.75,84790,2431
2024-08-20,Email,251.16,13021,1053
2024-08-20,Social,798.00,47430,918
2024-08-20,Marketplace,652.22,35702,1211
2024-08-20,Direct,70.92,4601,257
2024-08-21,Organic Search,356.62,14964,693
2024-08-21,Paid Search,1251.60,48325,1724
2024-08-21,Email,246.17,17642,1278
2024-08-21,Social,768.27,39397,974
2024-08-21,Marketplace,658.61,44536,1634
2024-08-21,Direct,134.51,7195,378
2024-08-22,Organic Search,258.05,10682,554
2024-08-22,Paid Search,1210.08,82908,2763
2024-08-22,Email,214.07,11839,986
2024-08-22,Social,821.04,44749,1278
2024-08-22,Marketplace,670.39,38270,1304
2024-08-22,Direct,159.99,11431,537
2024-08-23,Organic Search,307.73,21771,874
2024-08-23,Paid Search,1222.76,69518,2301
2024-08-23,Email,252.61,16300,769
2024-08-23,Social,777.89,52380,1406
2024-08-23,Marketplace,705.04,39463,1346
2024-08-23,Direct,82.60,4950,269
2024-08-24,Organic Search,271.67,11269,475
2024-08-24,Paid Search,1145.12,44217,1553
2024-08-24,Email,240.31,17246,1067
2024-08-24,Social,780.61,37342,913
2024-08-24,Marketplace,547.42,34103,1132
2024-08-24,Direct,75.35,4931,263
2024-08-25,Organic Search,238.94,13732,660
2024-08-25,Paid Search,1234.92,73147,2167
2024-08-25,Email,248.94,15018,825
2024-08-25,Social,825.11,52660,1118
2024-08-25,Marketplace,638.88,40809,1271
2024-08-25,Direct,120.14,6698,333
2024-08-26,Organic Search,336.51,19415,996
2024-08-26,Paid Search,1151.25,49498,1353
2024-08-26,Email,181.79,11681,796
2024-08-26,Social,837.29,54372,1221
2024-08-26,Marketplace,709.01,48410,1411
2024-08-26,Direct,174.98,11450,681
2024-08-27,Organic Search,301.18,19393,1029
2024-08-27,Paid Search,1135.40,80228,2651
2024-08-27,Email,322.59,12510,938
2024-08-27,Social,767.48,45871,1118
2024-08-27,Marketplace,593.80,40564,1592
2024-08-27,Direct,90.52,4104,201
2024-08-28,Organic Search,152.74,6988,262
2024-08-28,Paid Search,1155.05,69911,2023
2024-08-28,Email,270.29,18528,1190
2024-08-28,Social,725.58,41415,1012
2024-08-28,Marketplace,720.78,34366,1337
2024-08-28,Direct,149.22,7737,403
2024-08-29,Organic Search,221.53,15213,474
2024-08-29,Paid Search,1140.99,44519,1308
2024-08-29,Email,289.33,14990,853
2024-08-29,Social,794.58,34154,725
2024-08-29,Marketplace,626.75,35549,1289
2024-08-29,Direct,70.61,4196,207
2024-08-30,Organic Search,314.79,17974,760
2024-08-30,Paid Search,1190.89,78885,2320
2024-08-30,Email,271.88,17793,1089
2024-08-30,Social,773.11,53661,1475
2024-08-30,Marketplace,699.67,45076,1984
2024-08-30,Direct,87.04,5046,273
2024-08-31,Organic Search,299.28,14139,478
2024-08-31,Paid Search,1253.31,83102,2216
2024-08-31,Email,253.51,9641,802
2024-08-31,Social,761.38,44474,972
2024-08-31,Marketplace,673.18,48433,1719
2024-08-31,Direct,200.74,10270,653
2024-09-01,Organic Search,291.76,13004,599
2024-09-01,Paid Search,1116.88,73706,1954
2024-09-01,Email,321.81,16333,1213
2024-09-01,Social,848.29,34545,915
2024-09-01,Marketplace,623.12,39308,1442
2024-09-01,Direct,150.75,6636,359
2024-09-02,Organic Search,265.55,15349,636
2024-09-02,Paid Search,1136.14,48722,1575
2024-09-02,Email,210.48,10000,650
2024-09-02,Social,838.69,44493,1128
2024-09-02,Marketplace,629.18,39189,1593
2024-09-02,Direct,83.80,4333,229
2024-09-03,Organic Search,329.42,19196,729
2024-09-03,Paid Search,1146.23,47144,1646
2024-09-03,Email,311.67,20596,1259
2024-09-03,Social,875.71,62514,1364
2024-09-03,Marketplace,538.01,21666,731
2024-09-03,Direct,108.79,7598,385
2024-09-04,Organic Search,269.33,19120,771
2024-09-04,Paid Search,1192.86,48945,1707
2024-09-04,Email,284.05,14249,1219
2024-09-04,Social,812.19,56152,1355
2024-09-04,Marketplace,592.05,41161,1686
2024-09-04,Direct,77.30,5555,294
2024-09-05,Organic Search,341.74,13899,550
2024-09-05,Paid Search,1198.73,54472,1858
2024-09-05,Email,186.72,13314,1045
2024-09-05,Social,763.10,43166,1211
2024-09-05,Marketplace,675.74,30052,1122
2024-09-05,Direct,35.00,1978,111
2024-09-06,Organic Search,263.64,16525,836
2024-09-06,Paid Search,1203.77,47699,1682
2024-09-06,Email,238.28,9403,617
2024-09-06,Social,802.89,38283,845
2024-09-06,Marketplace,678.56,41520,1645
2024-09-06,Direct,129.16,7253,337
2024-09-07,Organic Search,372.29,23525,916
2024-09-07,Paid Search,1119.76,77393,2399
2024-09-07,Email,289.35,17282,1353
2024-09-07,Social,851.30,49397,1017
2024-09-07,Marketplace,641.11,28577,1032
2024-09-07,Direct,35.00,1534,76
2024-09-08,Organic Search,214.07,11710,486
2024-09-08,Paid Search,1165.51,53556,1390
2024-09-08,Email,137.96,9345,730
2024-09-08,Social,692.57,46287,1087
2024-09-08,Marketplace,660.85,32267,1425
2024-09-08,Direct,138.52,8797,464
2024-09-09,Organic Search,293.45,18989,830
2024-09-09,Paid Search,1110.88,58404,1627
2024-09-09,Email,151.89,8114,373
2024-09-09,Social,767.09,53618,1185
2024-09-09,Marketplace,634.31,40923,1744
2024-09-09,Direct,154.82,7804,474
2024-09-10,Organic Search,339.96,13893,612
2024-09-10,Paid Search,1186.14,70447,2044
2024-09-10,Email,247.25,17736,1337
2024-09-10,Social,751.95,28953,608
2024-09-10,Marketplace,561.02,39192,1950
2024-09-10,Direct,88.69,3823,176
2024-09-11,Organic Search,342.21,23907,1132
2024-09-11,Paid Search,1222.44,60059,1990
2024-09-11,Email,172.88,10062,771
2024-09-11,Social,838.26,53872,1399
2024-09-11,Marketplace,623.74,36616,1567
2024-09-11,Direct,92.69,3573,213
2024-09-12,Organic Search,335.14,13165,702
2024-09-12,Paid Search,1163.33,68142,2170
2024-09-12,Email,250.86,14158,828
2024-09-12,Social,839.41,51630,1258
2024-09-12,Marketplace,591.48,25090,949
2024-09-12,Direct,136.49,8599,414
2024-09-13,Organic Search,219.99,13200,573
2024-09-13,Paid Search,1157.95,65485,2291
2024-09-13,Email,133.22,9197,690
2024-09-13,Social,762.48,38227,839
2024-09-13,Marketplace,669.61,34589,1616
2024-09-13,Direct,83.25,5340,291
2024-09-14,Organic Search,277.30,16341,702
2024-09-14,Paid Search,1155.31,81749,3057
2024-09-14,Email,270.58,19236,1455
2024-09-14,Social,722.90,36920,927
2024-09-14,Marketplace,664.99,45964,1983
2024-09-14,Direct,35.00,1513,78
2024-09-15,Organic Search,302.79,17444,697
2024-09-15,Paid Search,1091.95,70843,2212
2024-09-15,Email,145.45,5530,378
2024-09-15,Social,735.61,47771,1023
2024-09-15,Marketplace,580.51,39488,1704
2024-09-15,Direct,59.29,3776,155
2024-09-16,Organic Search,226.73,11173,552
2024-09-16,Paid Search,1154.02,70259,2197
2024-09-16,Email,259.62,11418,992
2024-09-16,Social,775.47,36542,699
2024-09-16,Marketplace,649.77,34868,1501
2024-09-16,Direct,86.55,5720,309
2024-09-17,Organic Search,260.48,12082,505
2024-09-17,Paid Search,1230.64,77700,2277
2024-09-17,Email,303.90,20127,1180
2024-09-17,Social,795.59,45006,1441
2024-09-17,Marketplace,674.70,28003,967
2024-09-17,Direct,77.04,4720,258
2024-09-18,Organic Search,307.39,19639,830
2024-09-18,Paid Search,1146.93,50520,1136
2024-09-18,Email,253.84,18005,1226
2024-09-18,Social,827.89,37699,1183
2024-09-18,Marketplace,612.51,35936,1224
2024-09-18,Direct,97.78,6575,324
2024-09-19,Organic Search,302.08,18777,808
2024-09-19,Paid Search,1157.41,69395,2194
2024-09-19,Email,146.50,10296,704
2024-09-19,Social,768.81,37591,932
2024-09-19,Marketplace,558.56,36890,1421
2024-09-19,Direct,110.63,6566,368
2024-09-20,Organic Search,331.38,18364,907
2024-09-20,Paid Search,1072.92,44900,1214
2024-09-20,Email,160.20,6342,457
2024-09-20,Social,706.30,40814,994
2024-09-20,Marketplace,624.55,41539,1630
2024-09-20,Direct,115.36,5659,323
2024-09-21,Organic Search,243.71,11976,543
2024-09-21,Paid Search,1220.29,61561,2139
2024-09-21,Email,274.18,14854,901
2024-09-21,Social,806.74,37188,817
2024-09-21,Marketplace,547.18,21644,908
2024-09-21,Direct,140.02,9351,474
2024-09-22,Organic Search,260.88,10881,400
2024-09-22,Paid Search,1239.03,48565,1407
2024-09-22,Email,181.29,10684,838
2024-09-22,Social,797.12,46328,1135
2024-09-22,Marketplace,609.97,38370,1468
2024-09-22,Direct,140.47,6635,379
2024-09-23,Organic Search,341.41,19088,981
2024-09-23,Paid Search,1188.55,51743,1464
2024-09-23,Email,237.73,15573,1195
2024-09-23,Social,792.50,31687,698
2024-09-23,Marketplace,590.46,32604,1467
2024-09-23,Direct,118.62,6291,285
2024-09-24,Organic Search,273.60,14980,704
2024-09-24,Paid Search,1141.01,72097,2442
2024-09-24,Email,230.57,11423,704
2024-09-24,Social,676.11,44004,920
2024-09-24,Marketplace,596.07,35086,1563
2024-09-24,Direct,116.04,8189,449
2024-09-25,Organic Search,381.46,25031,916
2024-09-25,Paid Search,1125.78,47990,1557
2024-09-25,Email,266.52,10516,597
2024-09-25,Social,788.63,36123,803
2024-09-25,Marketplace,605.44,42736,1510
2024-09-25,Direct,168.28,11447,702
2024-09-26,Organic Search,319.24,21557,767
2024-09-26,Paid Search,1166.28,57797,1801
2024-09-26,Email,287.47,17110,1235
2024-09-26,Social,747.83,30969,754
2024-09-26,Marketplace,596.15,33290,1544
2024-09-26,Direct,61.26,4400,253
2024-09-27,Organic Search,228.79,15308,679
2024-09-27,Paid Search,1193.64,63580,1960
2024-09-27,Email,179.67,12627,808
2024-09-27,Social,758.59,28990,685
2024-09-27,Marketplace,588.76,37161,1563
2024-09-27,Direct,126.96,5727,327
2024-09-28,Organic Search,334.75,21887,926
2024-09-28,Paid Search,1187.94,78114,2743
2024-09-28,Email,208.84,8382,548
2024-09-28,Social,782.16,52091,1384
2024-09-28,Marketplace,663.19,27289,1041
2024-09-28,Direct,101.49,4166,218
2024-09-29,Organic Search,282.76,12284,591
2024-09-29,Paid Search,1151.46,44703,1204
2024-09-29,Email,237.06,13189,1045
2024-09-29,Social,816.82,52893,1413
2024-09-29,Marketplace,666.42,32593,1138
2024-09-29,Direct,104.75,6216,286
2024-09-30,Organic Search,237.91,16019,713
2024-09-30,Paid Search,1198.92,70775,2110
2024-09-30,Email,133.60,8119,568
2024-09-30,Social,681.98,38756,1040
2024-09-30,Marketplace,619.04,35086,1174
2024-09-30,Direct,125.76,5296,307
2024-10-01,Organic Search,265.64,16303,723
2024-10-01,Paid Search,1186.88,74491,2771
2024-10-01,Email,316.35,22417,1466
2024-10-01,Social,873.35,42862,992
2024-10-01,Marketplace,652.41,37365,1617
2024-10-01,Direct,50.06,3402,153
2024-10-02,Organic Search,351.88,22935,954
2024-10-02,Paid Search,1128.85,67473,1813
2024-10-02,Email,216.12,9950,813
2024-10-02,Social,807.25,49956,1437
2024-10-02,Marketplace,626.89,42887,1886
2024-10-02,Direct,122.23,5925,353
2024-10-03,Organic Search,236.29,14157,665
2024-10-03,Paid Search,1154.29,52452,1223
2024-10-03,Email,271.04,18979,1222
2024-10-03,Social,742.97,34646,831
2024-10-03,Marketplace,653.87,38435,1179
2024-10-03,Direct,101.18,5382,258
2024-10-04,Organic Search,322.19,17049,590
2024-10-04,Paid Search,1172.76,47351,1568
2024-10-04,Email,243.09,16685,1221
2024-10-04,Social,720.67,39580,1018
2024-10-04,Marketplace,664.73,45496,1885
2024-10-04,Direct,78.12,4451,263
2024-10-05,Organic Search,310.65,13380,561
2024-10-05,Paid Search,1190.91,49245,1243
2024-10-05,Email,223.46,14497,909
2024-10-05,Social,811.76,35628,788
2024-10-05,Marketplace,651.39,37026,1318
2024-10-05,Direct,35.00,2382,101
2024-10-06,Organic Search,228.74,13116,567
2024-10-06,Paid Search,1144.38,72278,2390
2024-10-06,Email,199.23,11054,697
2024-10-06,Social,800.56,41154,1190
2024-10-06,Marketplace,704.90,44775,1846
2024-10-06,Direct,182.66,8195,424
2024-10-07,Organic Search,275.17,19087,923
2024-10-07,Paid Search,1112.29,74608,1909
2024-10-07,Email,192.03,7730,534
2024-10-07,Social,788.87,35610,835
2024-10-07,Marketplace,612.14,41318,1170
2024-10-07,Direct,131.03,7550,396
2024-10-08,Organic Search,295.26,17111,609
2024-10-08,Paid Search,1157.38,55895,1770
2024-10-08,Email,193.09,12162,884
2024-10-08,Social,797.18,35614,1028
2024-10-08,Marketplace,672.24,36289,1384
2024-10-08,Direct,120.60,4963,298
2024-10-09,Organic Search,306.74,12161,527
2024-10-09,Paid Search,1178.58,53090,1737
2024-10-09,Email,262.10,16201,1292
2024-10-09,Social,726.79,43931,1134
2024-10-09,Marketplace,683.80,43328,1735
2024-10-09,Direct,124.41,6431,344
2024-10-10,Organic Search,301.69,12704,589
2024-10-10,Paid Search,1155.30,72301,1953
2024-10-10,Email,204.17,13033,710
2024-10-10,Social,803.21,47534,1149
2024-10-10,Marketplace,624.50,35873,1318
2024-10-10,Direct,68.72,3864,210
2024-10-11,Organic Search,255.80,17346,677
2024-10-11,Paid Search,1193.71,49567,1240
2024-10-11,Email,215.02,8905,570
2024-10-11,Social,759.24,46483,1402
2024-10-11,Marketplace,608.86,30116,1090
2024-10-11,Direct,172.30,12300,645
2024-10-12,Organic Search,304.14,12889,612
2024-10-12,Paid Search,1197.26,74015,1983
2024-10-12,Email,132.90,8310,727
2024-10-12,Social,785.55,49671,1195
2024-10-12,Marketplace,580.93,26314,820
2024-10-12,Direct,75.70,3206,143
2024-10-13,Organic Search,264.57,10207,389
2024-10-13,Paid Search,1262.71,53077,1943
2024-10-13,Email,204.40,10262,819
2024-10-13,Social,757.13,36672,1009
2024-10-13,Marketplace,654.53,25474,931
2024-10-13,Direct,193.86,12497,591
2024-10-14,Organic Search,417.66,29080,1354
2024-10-14,Paid Search,1128.52,49098,1603
2024-10-14,Email,218.37,8745,707
2024-10-14,Social,764.45,47732,1163
2024-10-14,Marketplace,673.87,45355,1674
2024-10-14,Direct,138.09,5841,307
2024-10-15,Organic Search,270.10,18539,954
2024-10-15,Paid Search,1147.69,77328,2584
2024-10-15,Email,290.92,17405,1036
2024-10-15,Social,790.39,37706,1117
2024-10-15,Marketplace,627.69,37001,1493
2024-10-15,Direct,144.52,7930,384
2024-10-16,Organic Search,338.25,17092,685
2024-10-16,Paid Search,1197.84,48160,1397
2024-10-16,Email,148.95,10714,808
2024-10-16,Social,745.56,32703,891
2024-10-16,Marketplace,629.29,26190,1131
2024-10-16,Direct,123.89,6536,313
2024-10-17,Organic Search,327.23,20992,1013
2024-10-17,Paid Search,1184.20,46558,1244
2024-10-17,Email,356.87,23177,1718
2024-10-17,Social,759.39,39149,960
2024-10-17,Marketplace,630.09,27411,987
2024-10-17,Direct,50.09,2783,142
2024-10-18,Organic Search,309.02,16447,604
2024-10-18,Paid Search,1175.87,73460,2331
2024-10-18,Email,281.91,15154,1043
2024-10-18,Social,783.91,41861,1081
2024-10-18,Marketplace,629.98,28848,1242
2024-10-18,Direct,118.64,8018,424
2024-10-19,Organic Search,248.06,11750,575
2024-10-19,Paid Search,1144.94,50319,1879
2024-10-19,Email,209.86,12007,830
2024-10-19,Social,803.08,44937,1274
2024-10-19,Marketplace,600.20,31572,1319
2024-10-19,Direct,106.11,4466,239
2024-10-20,Organic Search,313.82,19085,842
2024-10-20,Paid Search,1191.84,61603,1799
2024-10-20,Email,257.38,13626,733
2024-10-20,Social,779.35,40045,1129
2024-10-20,Marketplace,637.92,36932,1342
2024-10-20,Direct,35.00,2162,108
2024-10-21,Organic Search,272.74,19450,859
2024-10-21,Paid Search,1133.03,55020,1829
2024-10-21,Email,184.04,11718,948
2024-10-21,Social,785.31,45555,1096
2024-10-21,Marketplace,618.72,28819,1036
2024-10-21,Direct,171.70,9942,528
2024-10-22,Organic Search,181.17,7302,296
2024-10-22,Paid Search,1156.31,77668,1933
2024-10-22,Email,235.92,8989,593
2024-10-22,Social,782.61,31489,1114
2024-10-22,Marketplace,633.70,37235,1366
2024-10-22,Direct,35.00,1684,87
2024-10-23,Organic Search,324.90,22611,800
2024-10-23,Paid Search,1125.37,80632,2750
2024-10-23,Email,171.63,7681,472
2024-10-23,Social,724.91,47601,1073
2024-10-23,Marketplace,589.04,28243,1183
2024-10-23,Direct,69.31,2868,158
2024-10-24,Organic Search,292.62,11608,560
2024-10-24,Paid Search,1139.86,52356,1642
2024-10-24,Email,278.83,12330,957
2024-10-24,Social,773.70,47018,808
2024-10-24,Marketplace,582.80,40217,1391
2024-10-24,Direct,155.71,5994,310
2024-10-25,Organic Search,261.39,11400,373
2024-10-25,Paid Search,1054.66,63755,2273
2024-10-25,Email,263.65,14640,1062
2024-10-25,Social,807.90,35411,765
2024-10-25,Marketplace,645.42,28000,1086
2024-10-25,Direct,101.54,6631,336
2024-10-26,Organic Search,271.42,18904,799
2024-10-26,Paid Search,1276.73,83207,2291
2024-10-26,Email,220.39,14001,1174
2024-10-26,Social,730.31,49725,1155
2024-10-26,Marketplace,642.43,27614,914
2024-10-26,Direct,200.76,14198,894
2024-10-27,Organic Search,279.02,16540,620
2024-10-27,Paid Search,1279.09,70707,2058
2024-10-27,Email,249.32,17701,986
2024-10-27,Social,871.44,42125,936
2024-10-27,Marketplace,682.82,36424,1597
2024-10-27,Direct,137.94,7648,367
2024-10-28,Organic Search,338.50,17931,734
2024-10-28,Paid Search,1131.46,43439,1339
2024-10-28,Email,252.95,11843,1003
2024-10-28,Social,835.31,45182,1174
2024-10-28,Marketplace,706.50,47075,2018
2024-10-28,Direct,93.39,5440,292
2024-10-29,Organic Search,340.87,13926,670
2024-10-29,Paid Search,1232.84,75113,2820
2024-10-29,Email,194.80,11375,715
2024-10-29,Social,700.99,30222,846
2024-10-29,Marketplace,628.54,44042,1475
2024-10-29,Direct,65.42,3964,164
2024-10-30,Organic Search,299.33,14983,666
2024-10-30,Paid Search,1174.37,76188,2148
2024-10-30,Email,226.75,11350,707
2024-10-30,Social,881.02,52719,1410
2024-10-30,Marketplace,652.23,44604,1844
2024-10-30,Direct,86.62,4273,190
2024-10-31,Organic Search,271.59,18917,865
2024-10-31,Paid Search,1105.91,66789,1830
2024-10-31,Email,244.56,14614,976
2024-10-31,Social,866.09,53583,1096
2024-10-31,Marketplace,623.95,31850,1405
2024-10-31,Direct,107.91,6344,360
2024-11-01,Organic Search,336.09,16341,734
2024-11-01,Paid Search,1878.76,107217,3347
2024-11-01,Email,235.44,16801,1240
2024-11-01,Social,1201.48,79378,2301
2024-11-01,Marketplace,590.56,24952,1026
2024-11-01,Direct,48.97,3174,164
2024-11-02,Organic Search,297.39,16686,841
2024-11-02,Paid Search,1812.63,123134,3809
2024-11-02,Email,238.35,12943,983
2024-11-02,Social,1324.93,70401,1739
2024-11-02,Marketplace,596.14,35285,1263
2024-11-02,Direct,142.89,6471,349
2024-11-03,Organic Search,316.72,20183,763
2024-11-03,Paid Search,1870.39,119119,3280
2024-11-03,Email,149.04,10724,663
2024-11-03,Social,1301.19,54221,1171
2024-11-03,Marketplace,655.40,44836,2021
2024-11-03,Direct,38.95,1538,102
2024-11-04,Organic Search,286.75,11816,599
2024-11-04,Paid Search,1837.54,71196,2640
2024-11-04,Email,265.84,12618,1097
2024-11-04,Social,1244.91,52579,1397
2024-11-04,Marketplace,672.06,26259,1057
2024-11-04,Direct,121.12,4718,268
2024-11-05,Organic Search,247.13,9921,414
2024-11-05,Paid Search,1883.79,129967,3472
2024-11-05,Email,263.01,11127,626
2024-11-05,Social,1251.59,79603,2286
2024-11-05,Marketplace,602.05,42455,1435
2024-11-05,Direct,96.68,5191,205
2024-11-06,Organic Search,269.87,10985,475
2024-11-06,Paid Search,1877.40,134871,4781
2024-11-06,Email,236.84,14013,772
2024-11-06,Social,1311.51,92073,2113
2024-11-06,Marketplace,581.81,32759,1186
2024-11-06,Direct,119.92,8533,405
2024-11-07,Organic Search,239.98,12712,616
2024-11-07,Paid Search,1927.01,93691,2759
2024-11-07,Email,280.21,13889,953
2024-11-07,Social,1255.31,75866,2093
2024-11-07,Marketplace,690.08,43172,1814
2024-11-07,Direct,101.88,6252,312
2024-11-08,Organic Search,247.75,15285,683
2024-11-08,Paid Search,1838.76,91832,3203
2024-11-08,Email,233.92,14319,1037
2024-11-08,Social,1338.55,75341,2045
2024-11-08,Marketplace,654.22,29467,878
2024-11-08,Direct,90.51,5622,325
2024-11-09,Organic Search,328.44,15383,746
2024-11-09,Paid Search,1881.84,102574,3272
2024-11-09,Email,275.34,16560,1233
2024-11-09,Social,1253.95,70261,1864
2024-11-09,Marketplace,619.51,29719,1088
2024-11-09,Direct,77.78,5243,294
2024-11-10,Organic Search,307.15,17485,621
2024-11-10,Paid Search,1846.77,73317,2400
2024-11-10,Email,226.64,8722,563
2024-11-10,Social,1273.25,66720,1500
2024-11-10,Marketplace,595.47,29509,1291
2024-11-10,Direct,154.74,9997,469
2024-11-11,Organic Search,277.04,12606,609
2024-11-11,Paid Search,1913.92,74609,1820
2024-11-11,Email,278.83,14098,1174
2024-11-11,Social,1293.18,83579,1601
2024-11-11,Marketplace,663.65,34667,1237
2024-11-11,Direct,104.62,5385,269
2024-11-12,Organic Search,260.64,11932,599
2024-11-12,Paid Search,1966.33,119865,3943
2024-11-12,Email,282.33,12407,938
2024-11-12,Social,1235.62,80486,2609
2024-11-12,Marketplace,563.51,34709,1461
2024-11-12,Direct,64.41,4120,218
2024-11-13,Organic Search,258.22,10722,434
2024-11-13,Paid Search,1935.21,80111,2903
2024-11-13,Email,135.16,7449,651
2024-11-13,Social,1322.74,73518,1764
2024-11-13,Marketplace,636.04,40615,1585
2024-11-13,Direct,117.30,6350,329
2024-11-14,Organic Search,247.61,15394,669
2024-11-14,Paid Search,1930.34,130755,4040
2024-11-14,Email,295.90,20719,1681
2024-11-14,Social,1197.07,46043,1234
2024-11-14,Marketplace,664.82,47736,1589
2024-11-14,Direct,80.20,3494,190
2024-11-15,Organic Search,299.84,18840,792
2024-11-15,Paid Search,1922.92,107641,3272
2024-11-15,Email,229.87,12476,1063
2024-11-15,Social,1278.97,74202,2058
2024-11-15,Marketplace,593.49,23523,1011
2024-11-15,Direct,35.00,2086,96
2024-11-16,Organic Search,269.60,14956,703
2024-11-16,Paid Search,1904.49,108469,3555
2024-11-16,Email,220.53,14968,911
2024-11-16,Social,1226.64,86234,2485
2024-11-16,Marketplace,715.83,37648,1505
2024-11-16,Direct,95.35,5737,330
2024-11-17,Organic Search,280.66,12543,583
2024-11-17,Paid Search,1932.05,135459,4031
2024-11-17,Email,260.76,13876,1139
2024-11-17,Social,1285.10,81012,1692
2024-11-17,Marketplace,719.73,42541,1574
2024-11-17,Direct,117.84,6234,309
2024-11-18,Organic Search,305.76,14144,496
2024-11-18,Paid Search,1901.91,120270,4345
2024-11-18,Email,209.65,14151,1006
2024-11-18,Social,1238.18,54195,1300
2024-11-18,Marketplace,699.20,43548,1754
2024-11-18,Direct,101.48,6777,340
2024-11-19,Organic Search,260.10,12067,491
2024-11-19,Paid Search,1961.36,116900,3724
2024-11-19,Email,330.23,21450,1574
2024-11-19,Social,1290.89,71132,2115
2024-11-19,Marketplace,693.13,31745,1366
2024-11-19,Direct,164.15,6303,261
2024-11-20,Organic Search,351.76,22789,815
2024-11-20,Paid Search,1922.54,119803,3178
2024-11-20,Email,181.04,8643,664
2024-11-20,Social,1355.45,67422,1466
2024-11-20,Marketplace,671.78,46467,1909
2024-11-20,Direct,144.50,7591,384
2024-11-21,Organic Search,310.18,17430,710
2024-11-21,Paid Search,1918.44,112217,3596
2024-11-21,Email,285.11,16189,1360
2024-11-21,Social,1354.30,86258,2194
2024-11-21,Marketplace,677.62,31300,987
2024-11-21,Direct,90.07,4820,241
2024-11-22,Organic Search,230.33,15597,684
2024-11-22,Paid Search,1925.08,110323,2682
2024-11-22,Email,169.02,9379,713
2024-11-22,Social,1341.16,82454,2488
2024-11-22,Marketplace,789.80,38457,1668
2024-11-22,Direct,90.05,4889,246
2024-11-23,Organic Search,289.58,12358,614
