customer_id,customer_segment,orders,net_revenue,gross_profit,avg_order_value,last_order_date,recency_days,top_category,value_band
C-01576,Returning,26,4877.21,1777.67,187.59,2026-04-20,10,Electronics,Strategic
C-00824,New,29,4875.77,1518.42,168.13,2026-04-01,29,Electronics,Strategic
C-02455,New,26,4875.32,1829.33,187.51,2026-03-15,46,Electronics,Strategic
C-01763,New,25,4875.11,1756.22,195.00,2026-04-04,26,Sports,Strategic
C-00092,VIP,29,4873.79,1713.19,168.06,2026-04-27,3,Electronics,Strategic
C-01689,New,29,4872.58,1249.58,168.02,2026-04-30,0,Electronics,Strategic
C-02245,New,26,4870.17,1618.79,187.31,2026-04-19,11,Home,Strategic
C-00647,Returning,26,4867.21,1667.99,187.20,2026-04-10,20,Electronics,Strategic
C-01152,Returning,28,4867.06,1574.18,173.82,2026-03-11,50,Home,Strategic
C-02738,New,30,4863.09,1351.75,162.10,2026-04-01,29,Home,Strategic
C-01100,New,22,4862.59,1827.24,221.03,2026-03-21,40,Home,Strategic
C-02701,Returning,38,4861.52,1441.86,127.93,2026-04-18,12,Electronics,Strategic
C-02743,Returning,22,4860.69,1765.65,220.94,2026-04-27,3,Electronics,Strategic
C-01736,Returning,28,4851.57,1678.62,173.27,2026-04-02,28,Electronics,Strategic
C-01426,VIP,37,4850.83,1878.46,131.10,2026-04-25,5,Home,Strategic
C-02604,Returning,23,4847.36,1668.72,210.75,2026-04-24,6,Home,Strategic
C-01590,New,31,4846.34,1632.32,156.33,2026-04-29,1,Electronics,Strategic
C-00846,Returning,30,4845.91,1765.83,161.53,2026-04-19,11,Beauty,Strategic
C-02039,New,31,4844.14,1274.95,156.26,2026-04-01,29,Electronics,Strategic
C-02513,New,24,4843.82,1953.23,201.83,2026-04-14,16,Electronics,Strategic
C-01331,New,24,4840.44,1648.25,201.69,2026-04-02,28,Sports,Strategic
C-01568,Returning,28,4835.52,1001.99,172.70,2026-02-18,71,Home,Strategic
C-01640,New,27,4834.69,1631.74,179.06,2026-04-04,26,Electronics,Strategic
C-00504,New,26,4829.06,1455.13,185.73,2026-03-23,38,Electronics,Strategic
C-01453,New,26,4827.00,1664.52,185.65,2026-04-03,27,Beauty,Strategic
C-02528,Returning,26,4826.58,1624.77,185.64,2026-04-28,2,Electronics,Strategic
C-00440,New,29,4825.33,1625.92,166.39,2026-04-29,1,Electronics,Strategic
C-01308,Returning,25,4825.04,1924.99,193.00,2026-04-27,3,Home,Strategic
C-02530,Returning,25,4824.04,1570.88,192.96,2026-04-20,10,Electronics,Strategic
C-00153,Returning,31,4822.89,1583.66,155.58,2026-04-11,19,Electronics,Strategic
C-02774,Returning,31,4820.39,1667.56,155.50,2026-04-11,19,Home,Strategic
C-02147,Returning,28,4819.95,1598.19,172.14,2026-04-28,2,Electronics,Strategic
C-01968,New,24,4818.82,1604.10,200.78,2026-04-19,11,Electronics,Strategic
C-01018,New,16,4812.53,1621.02,300.78,2026-01-18,102,Home,Strategic
C-01493,Returning,29,4811.44,1685.60,165.91,2026-04-19,11,Apparel,Strategic
C-00612,New,31,4810.39,1573.85,155.17,2026-04-05,25,Home,Strategic
C-01474,New,31,4807.37,1572.50,155.08,2026-03-03,58,Electronics,Strategic
C-01970,New,26,4806.46,1859.52,184.86,2026-03-09,52,Home,Strategic
C-01880,New,25,4806.03,1773.31,192.24,2026-04-18,12,Electronics,Strategic
C-01053,New,31,4805.33,1280.39,155.01,2026-04-07,23,Home,Strategic
C-01222,New,28,4804.23,1015.21,171.58,2026-04-27,3,Home,Strategic
C-02376,New,25,4803.73,1548.72,192.15,2026-04-14,16,Electronics,Strategic
C-00139,New,27,4803.28,1435.76,177.90,2026-03-29,32,Home,Strategic
C-02612,New,29,4802.84,1406.83,165.62,2026-03-15,46,Electronics,Strategic
C-02136,New,22,4801.93,1924.84,218.27,2026-04-28,2,Home,Strategic
C-01761,Returning,16,4801.27,1782.57,300.08,2026-04-23,7,Home,Strategic
C-00648,Returning,25,4801.02,1601.16,192.04,2026-04-25,5,Home,Strategic
C-01923,Returning,36,4798.11,1611.64,133.28,2026-04-06,24,Sports,Strategic
C-01143,New,30,4793.88,1625.02,159.80,2026-04-20,10,Electronics,Strategic
C-00983,New,22,4791.81,1625.45,217.81,2026-04-20,10,Home,Strategic
C-00043,Returning,34,4785.38,1647.94,140.75,2026-03-30,31,Electronics,Strategic
C-01064,Returning,28,4785.00,1240.36,170.89,2026-04-14,16,Home,Strategic
C-02638,Returning,23,4781.51,1674.84,207.89,2026-03-11,50,Electronics,Strategic
C-02130,Returning,22,4780.01,1478.67,217.27,2026-04-10,20,Sports,Strategic
C-01635,Returning,28,4778.58,1606.23,170.66,2026-04-18,12,Electronics,Strategic
C-01703,VIP,41,4777.53,1540.98,116.53,2026-04-26,4,Home,Strategic
C-02711,VIP,43,4777.44,1743.90,111.10,2026-04-22,8,Electronics,Strategic
C-00244,Returning,32,4776.13,1556.35,149.25,2026-04-29,1,Electronics,Strategic
C-02033,Returning,24,4768.16,1685.69,198.67,2026-02-14,75,Home,Strategic
C-00720,New,22,4767.79,1525.86,216.72,2026-04-23,7,Home,Strategic
C-00963,Returning,19,4764.30,1851.24,250.75,2026-04-25,5,Home,Strategic
C-00916,Returning,26,4761.21,1650.75,183.12,2026-04-22,8,Electronics,Strategic
C-01062,New,32,4759.53,1063.72,148.74,2026-04-11,19,Electronics,Strategic
C-00793,Returning,30,4756.10,1618.98,158.54,2026-04-05,25,Electronics,Strategic
C-02287,New,19,4754.01,1391.36,250.21,2026-04-25,5,Books,Strategic
C-01862,Returning,25,4752.27,1496.39,190.09,2026-04-18,12,Electronics,Strategic
C-02348,New,24,4751.65,1805.82,197.99,2026-03-14,47,Electronics,Strategic
C-01116,Returning,18,4745.26,1434.68,263.63,2026-04-25,5,Electronics,Strategic
C-02755,Returning,19,4744.33,1563.78,249.70,2026-03-17,44,Electronics,Strategic
C-02126,Returning,23,4742.81,1689.82,206.21,2026-04-27,3,Sports,Strategic
C-01201,VIP,42,4739.93,615.23,112.86,2026-03-19,42,Electronics,Strategic
C-00542,Returning,19,4739.17,1792.86,249.43,2026-03-18,43,Electronics,Strategic
C-01351,New,20,4738.46,1700.10,236.92,2026-04-28,2,Apparel,Strategic
C-01228,Returning,25,4737.68,1543.44,189.51,2026-04-29,1,Electronics,Strategic
C-02766,New,27,4736.78,1725.84,175.44,2026-03-19,42,Home,Strategic
C-02773,Returning,35,4734.91,1394.37,135.28,2026-04-20,10,Electronics,Strategic
C-01224,Returning,21,4731.66,1715.26,225.32,2026-04-28,2,Apparel,Strategic
C-00902,New,26,4731.56,1628.08,181.98,2026-03-19,42,Home,Strategic
C-00927,Returning,20,4726.42,1725.15,236.32,2026-04-20,10,Electronics,Strategic
C-00543,Returning,20,4726.19,1327.98,236.31,2026-04-09,21,Electronics,Strategic
C-02391,New,27,4726.04,1930.05,175.04,2026-03-16,45,Sports,Strategic
C-02451,New,27,4724.35,1579.52,174.98,2026-03-31,30,Home,Strategic
C-02745,Returning,22,4723.47,1636.23,214.70,2026-04-06,24,Home,Strategic
C-01197,Returning,21,4722.06,1646.35,224.86,2026-03-27,34,Home,Strategic
C-00021,New,20,4718.30,1476.93,235.92,2025-12-25,126,Electronics,Strategic
C-01950,Returning,19,4717.30,1760.55,248.28,2026-03-23,38,Electronics,Strategic
C-01764,New,31,4717.28,1115.97,152.17,2026-03-29,32,Sports,Strategic
C-01878,New,27,4711.95,1558.41,174.52,2026-04-05,25,Apparel,Strategic
C-00311,New,24,4707.70,1592.43,196.15,2026-04-18,12,Electronics,Strategic
C-01853,New,18,4705.32,1611.55,261.41,2026-04-17,13,Home,Strategic
C-01774,New,20,4703.17,1598.17,235.16,2026-03-11,50,Electronics,Strategic
C-02246,Returning,28,4702.72,1686.00,167.95,2026-04-07,23,Electronics,Strategic
C-02158,Returning,23,4701.31,1814.06,204.40,2026-03-15,46,Electronics,Strategic
C-01928,New,29,4698.01,1487.25,162.00,2026-04-24,6,Electronics,Strategic
C-00487,Returning,22,4696.76,1583.99,213.49,2026-04-13,17,Books,Strategic
C-00408,Returning,25,4694.52,1588.20,187.78,2026-04-30,0,Home,Strategic
C-02313,New,23,4690.97,1743.11,203.96,2026-04-21,9,Home,Strategic
C-01017,Returning,33,4690.60,1298.68,142.14,2026-04-30,0,Home,Strategic
C-00461,Returning,27,4686.67,1718.46,173.58,2026-04-16,14,Sports,Strategic
C-01735,Returning,26,4685.29,1331.46,180.20,2026-04-26,4,Electronics,Strategic
C-01973,Returning,28,4683.65,1482.58,167.27,2026-03-24,37,Electronics,Strategic
C-01993,New,25,4683.28,1577.43,187.33,2026-04-30,0,Electronics,Strategic
C-02685,New,22,4680.33,1817.03,212.74,2026-03-10,51,Electronics,Strategic
C-02403,Returning,25,4677.32,1410.14,187.09,2026-03-14,47,Sports,Strategic
C-00823,New,19,4675.33,1619.97,246.07,2025-12-17,134,Electronics,Strategic
C-01869,Returning,25,4674.77,1579.24,186.99,2026-04-21,9,Electronics,Strategic
C-00047,New,28,4672.29,1479.23,166.87,2026-04-14,16,Home,Strategic
C-01618,New,27,4672.12,1738.50,173.04,2026-04-16,14,Electronics,Strategic
C-01090,New,28,4671.59,1445.50,166.84,2026-04-19,11,Apparel,Strategic
C-00593,Returning,25,4669.88,1570.73,186.80,2026-03-18,43,Electronics,Strategic
C-00861,Returning,23,4667.67,1544.92,202.94,2026-04-17,13,Electronics,Strategic
C-00986,Returning,28,4667.15,1715.88,166.68,2026-03-19,42,Home,Strategic
C-01948,Returning,29,4663.80,1668.94,160.82,2026-04-06,24,Electronics,Strategic
C-02228,Returning,22,4661.76,1665.40,211.90,2026-04-28,2,Home,Strategic
C-01770,Returning,22,4658.96,1782.04,211.77,2026-04-24,6,Home,Strategic
C-01479,Returning,26,4653.25,1458.63,178.97,2026-04-18,12,Electronics,Strategic
C-02692,Returning,23,4652.18,1761.04,202.27,2026-03-29,32,Apparel,Strategic
C-00574,Returning,26,4649.73,1664.63,178.84,2026-02-14,75,Electronics,Strategic
C-00658,New,23,4649.14,1622.70,202.14,2026-01-31,89,Apparel,Strategic
C-02182,New,22,4648.60,1632.32,211.30,2026-04-25,5,Books,Strategic
C-00878,Returning,24,4647.24,1725.60,193.63,2026-04-11,19,Home,Strategic
C-02256,Returning,28,4646.12,1621.60,165.93,2026-03-18,43,Electronics,Strategic
C-00869,New,17,4645.25,1439.93,273.25,2026-04-09,21,Electronics,Strategic
C-01029,New,25,4642.22,1841.15,185.69,2026-04-19,11,Home,Strategic
C-02311,New,22,4640.50,1495.86,210.93,2026-04-30,0,Electronics,Strategic
C-00078,New,24,4638.37,1534.56,193.27,2025-11-28,153,Electronics,Strategic
C-00343,New,26,4636.92,1476.81,178.34,2026-02-23,66,Electronics,Strategic
C-02706,New,23,4634.94,1596.96,201.52,2026-03-13,48,Electronics,Strategic
C-02758,New,17,4634.01,1739.34,272.59,2026-04-20,10,Books,Strategic
C-01312,VIP,38,4631.15,1684.12,121.87,2026-04-28,2,Beauty,Strategic
C-02372,VIP,24,4628.40,1829.31,192.85,2026-04-30,0,Apparel,Strategic
C-00114,New,23,4623.42,1843.69,201.02,2026-03-11,50,Home,Strategic
C-02038,New,25,4621.65,1509.38,184.87,2026-04-28,2,Electronics,Strategic
C-00279,Returning,26,4619.64,1446.90,177.68,2026-03-25,36,Electronics,Strategic
C-00591,Returning,24,4618.85,1413.50,192.45,2026-03-28,33,Electronics,Strategic
C-01149,Returning,23,4617.25,1530.61,200.75,2026-03-03,58,Sports,Strategic
C-01989,Returning,23,4615.95,1768.20,200.69,2026-04-28,2,Home,Strategic
C-01454,New,23,4613.56,1402.39,200.59,2026-04-14,16,Electronics,Strategic
C-01050,Returning,30,4613.05,1554.71,153.77,2026-03-31,30,Electronics,Strategic
C-00604,Returning,24,4612.64,1527.59,192.19,2026-04-26,4,Sports,Strategic
C-02682,VIP,41,4610.47,1251.66,112.45,2026-03-27,34,Apparel,Strategic
C-00405,Returning,28,4608.96,1636.14,164.61,2026-04-13,17,Home,Strategic
C-01221,New,23,4606.30,1670.95,200.27,2026-04-02,28,Home,Strategic
C-02076,Returning,24,4606.19,1576.21,191.92,2026-04-25,5,Electronics,Strategic
C-02138,VIP,34,4606.00,1173.77,135.47,2026-04-28,2,Electronics,Strategic
C-01600,Returning,26,4605.61,1312.60,177.14,2026-04-29,1,Home,Strategic
C-00465,Returning,22,4602.55,1497.38,209.21,2026-04-26,4,Electronics,Strategic
C-00996,Returning,31,4601.58,1465.51,148.44,2026-04-03,27,Home,Strategic
C-01729,New,23,4601.39,1659.83,200.06,2026-04-01,29,Sports,Strategic
C-01451,New,27,4601.35,1323.53,170.42,2026-04-24,6,Sports,Strategic
C-01783,Returning,27,4597.42,1833.92,170.27,2026-03-21,40,Beauty,Strategic
C-02077,New,31,4593.11,708.36,148.16,2026-04-08,22,Home,Strategic
C-02454,Returning,22,4585.77,1275.76,208.44,2026-02-11,78,Home,Strategic
C-02470,Returning,24,4584.60,1709.29,191.03,2026-04-15,15,Apparel,Strategic
C-01110,Returning,20,4582.51,1196.07,229.13,2026-02-17,72,Electronics,Strategic
C-02618,Returning,24,4581.95,1607.92,190.91,2026-04-17,13,Electronics,Strategic
C-00011,Returning,26,4581.17,1326.57,176.20,2026-02-21,68,Electronics,Strategic
C-02111,New,22,4580.96,1636.15,208.23,2026-02-19,70,Electronics,Strategic
C-02028,New,23,4575.54,1559.59,198.94,2026-04-23,7,Home,Strategic
C-00682,Returning,27,4573.94,1292.65,169.41,2026-04-09,21,Home,Strategic
C-02353,New,28,4568.30,1635.43,163.15,2026-04-22,8,Electronics,Strategic
C-02060,New,24,4568.17,1710.90,190.34,2026-03-25,36,Electronics,Strategic
C-00926,Returning,22,4566.89,1321.92,207.59,2026-04-20,10,Beauty,Strategic
C-01944,Returning,25,4565.85,878.60,182.63,2026-01-29,91,Home,Strategic
C-00474,Returning,27,4561.40,1581.30,168.94,2026-04-12,18,Electronics,Strategic
C-00161,New,31,4561.08,1520.83,147.13,2026-04-27,3,Electronics,Strategic
C-00495,Returning,26,4559.71,1686.03,175.37,2026-04-05,25,Home,Strategic
C-02053,New,24,4557.41,1630.93,189.89,2026-04-13,17,Electronics,Strategic
C-00345,New,20,4556.84,1568.86,227.84,2026-04-26,4,Electronics,Strategic
C-01985,New,18,4556.70,1437.20,253.15,2026-04-21,9,Sports,Strategic
C-01817,New,23,4555.24,1546.19,198.05,2026-04-25,5,Electronics,Strategic
C-01843,Returning,26,4554.11,1525.38,175.16,2026-04-17,13,Electronics,Strategic
C-02097,New,27,4553.68,1566.49,168.65,2026-04-25,5,Electronics,Strategic
C-00062,New,27,4553.18,1442.24,168.64,2026-03-30,31,Beauty,Strategic
C-01261,New,21,4552.92,1594.95,216.81,2025-12-20,131,Electronics,Strategic
C-01179,Returning,25,4552.76,1017.97,182.11,2026-04-15,15,Sports,Strategic
C-00179,Returning,29,4552.68,1015.85,156.99,2026-02-28,61,Electronics,Strategic
C-02337,Returning,18,4550.10,1498.73,252.78,2026-02-12,77,Beauty,Strategic
C-00924,New,21,4548.59,1373.03,216.60,2026-02-19,70,Electronics,Strategic
C-02480,New,21,4548.20,1369.78,216.58,2026-04-26,4,Home,Strategic
C-02095,Returning,27,4545.11,1428.43,168.34,2026-04-01,29,Electronics,Strategic
C-00388,New,21,4544.26,1581.70,216.39,2026-03-24,37,Electronics,Strategic
C-01259,New,29,4540.32,995.50,156.56,2026-04-11,19,Electronics,Strategic
C-00776,New,27,4536.30,1097.71,168.01,2026-03-16,45,Electronics,Strategic
C-01513,New,29,4533.00,1333.33,156.31,2026-03-20,41,Home,Strategic
C-01510,Returning,26,4530.84,1798.91,174.26,2026-04-15,15,Apparel,Strategic
C-00181,New,24,4530.73,1351.36,188.78,2026-02-27,62,Electronics,Strategic
C-00537,Returning,31,4530.54,1545.84,146.15,2026-04-11,19,Electronics,Strategic
C-00929,Returning,21,4519.65,1532.89,215.22,2026-04-18,12,Electronics,Strategic
C-00245,Returning,25,4518.32,1614.70,180.73,2026-02-24,65,Electronics,Strategic
C-00016,Returning,19,4517.07,1508.44,237.74,2026-04-21,9,Electronics,Strategic
C-00207,VIP,34,4512.57,1184.69,132.72,2026-04-25,5,Beauty,Strategic
C-00976,Returning,17,4511.60,1778.22,265.39,2026-03-16,45,Apparel,Strategic
C-00147,Returning,25,4510.55,1497.04,180.42,2026-04-19,11,Home,Strategic
C-00400,New,30,4510.23,1434.07,150.34,2026-04-30,0,Home,Strategic
C-00646,Returning,25,4509.98,1510.95,180.40,2026-03-03,58,Electronics,Strategic
C-02015,Returning,22,4509.82,1831.57,204.99,2026-03-30,31,Apparel,Strategic
C-01445,New,27,4506.16,1237.35,166.89,2026-02-07,82,Sports,Strategic
C-02250,Returning,25,4504.37,1684.41,180.17,2026-04-09,21,Beauty,Strategic
C-00009,Returning,21,4503.99,1443.12,214.48,2026-02-28,61,Sports,Strategic
C-00928,New,25,4503.84,1700.89,180.15,2026-03-18,43,Electronics,Strategic
C-01601,New,24,4503.81,1371.92,187.66,2026-04-08,22,Electronics,Strategic
C-02173,New,23,4501.96,1869.31,195.74,2026-04-10,20,Electronics,Strategic
C-01281,New,22,4501.70,1499.35,204.62,2026-04-20,10,Electronics,Strategic
C-00031,Returning,26,4499.90,1641.91,173.07,2026-04-30,0,Electronics,Strategic
C-01704,New,29,4497.86,1720.35,155.10,2026-04-27,3,Books,Strategic
C-00546,New,28,4494.43,1327.60,160.52,2026-03-17,44,Sports,Strategic
C-01661,Returning,36,4492.58,1541.89,124.79,2026-04-29,1,Home,Strategic
C-01225,New,26,4489.09,1505.01,172.66,2026-04-01,29,Electronics,Strategic
C-02746,New,29,4486.07,1071.11,154.69,2026-04-29,1,Electronics,Strategic
C-02301,New,21,4485.72,1372.97,213.61,2026-04-04,26,Electronics,Strategic
C-02699,New,25,4483.37,1453.44,179.33,2026-03-19,42,Apparel,Strategic
C-01814,VIP,44,4481.14,1311.92,101.84,2026-04-29,1,Electronics,Strategic
C-02719,New,31,4481.09,1598.90,144.55,2026-04-30,0,Home,Strategic
C-01558,New,25,4477.51,1625.78,179.10,2026-03-18,43,Home,Strategic
C-00004,New,31,4475.41,1308.12,144.37,2026-04-27,3,Electronics,Strategic
C-01232,New,27,4475.01,953.46,165.74,2026-04-25,5,Beauty,Strategic
C-01254,Returning,20,4472.37,1543.01,223.62,2026-03-01,60,Beauty,Strategic
C-00891,VIP,29,4472.36,1482.66,154.22,2026-04-30,0,Electronics,Strategic
C-02226,New,26,4471.07,1301.58,171.96,2026-04-15,15,Electronics,Strategic
C-02319,New,26,4470.66,1481.97,171.95,2026-04-05,25,Electronics,Strategic
C-01082,Returning,20,4470.63,1607.64,223.53,2026-04-12,18,Electronics,Strategic
C-00378,New,26,4464.48,1431.27,171.71,2026-04-26,4,Electronics,Strategic
C-00314,New,24,4461.01,1405.78,185.88,2026-01-24,96,Electronics,Strategic
C-00112,Returning,26,4460.37,1508.68,171.55,2026-03-20,41,Electronics,Strategic
C-02265,New,24,4458.42,1558.60,185.77,2026-04-23,7,Home,Strategic
C-01363,Returning,24,4458.08,1488.46,185.75,2026-01-01,119,Electronics,Strategic
C-01365,Returning,27,4457.19,1640.31,165.08,2026-03-16,45,Beauty,Strategic
C-02567,Returning,30,4456.28,1710.33,148.54,2026-04-21,9,Beauty,Strategic
C-00807,Returning,22,4449.50,1620.26,202.25,2026-04-04,26,Sports,Strategic
C-01688,Returning,32,4449.02,1530.75,139.03,2026-04-18,12,Electronics,Strategic
C-00039,VIP,37,4449.01,1428.14,120.24,2026-04-29,1,Apparel,Strategic
C-02733,Returning,23,4448.08,1152.86,193.39,2026-04-30,0,Electronics,Strategic
C-00652,Returning,23,4446.11,1735.86,193.31,2026-04-24,6,Apparel,Strategic
C-00238,Returning,23,4444.58,1584.24,193.24,2026-04-21,9,Home,Strategic
C-02384,New,29,4444.44,1571.34,153.26,2026-04-24,6,Home,Strategic
C-01188,Returning,19,4444.36,1464.11,233.91,2026-04-29,1,Home,Strategic
C-02164,New,29,4442.80,1430.21,153.20,2026-04-30,0,Electronics,Strategic
C-01024,Returning,21,4442.65,1585.75,211.55,2026-03-23,38,Electronics,Strategic
C-01387,Returning,17,4442.27,1814.90,261.31,2025-10-27,185,Electronics,Strategic
C-02375,Returning,26,4441.14,1603.17,170.81,2026-04-16,14,Sports,Strategic
C-02521,VIP,40,4439.21,1274.06,110.98,2026-04-11,19,Apparel,Strategic
C-02644,New,23,4437.31,1438.19,192.93,2026-03-02,59,Home,Strategic
C-02464,Returning,30,4436.91,1490.22,147.90,2026-04-24,6,Books,Strategic
C-01886,Returning,25,4435.67,1727.74,177.43,2026-04-17,13,Home,Strategic
C-01126,Returning,29,4434.10,1625.07,152.90,2026-03-07,54,Beauty,Strategic
C-02561,Returning,23,4433.90,1511.76,192.78,2026-04-27,3,Sports,Strategic
C-02790,New,23,4432.25,1585.64,192.71,2026-04-29,1,Home,Strategic
C-00804,New,24,4428.69,1918.90,184.53,2026-02-12,77,Apparel,Strategic
C-01693,Returning,21,4428.11,1423.04,210.86,2026-03-17,44,Home,Strategic
C-00898,Returning,23,4427.31,1502.77,192.49,2026-03-27,34,Beauty,Strategic
C-00268,New,26,4425.80,1501.77,170.22,2026-04-15,15,Electronics,Strategic
C-00125,New,27,4425.48,1732.05,163.91,2026-04-05,25,Electronics,Strategic
C-02026,Returning,30,4424.86,1714.93,147.50,2026-04-07,23,Home,Strategic
C-02485,VIP,39,4423.67,362.36,113.43,2026-03-21,40,Home,Strategic
C-01699,Returning,25,4421.49,1322.48,176.86,2026-02-08,81,Electronics,Strategic
C-02117,Returning,21,4409.05,1392.40,209.95,2026-04-29,1,Sports,Strategic
C-01519,New,23,4406.88,1240.98,191.60,2026-03-31,30,Electronics,Strategic
C-00958,Returning,24,4404.74,1583.00,183.53,2026-04-27,3,Books,Strategic
C-00896,Returning,24,4401.40,1547.83,183.39,2026-04-29,1,Home,Strategic
C-01547,Returning,30,4400.11,1125.26,146.67,2026-03-22,39,Electronics,Strategic
C-01839,Returning,21,4398.49,1344.50,209.45,2026-04-17,13,Home,Strategic
C-02308,New,24,4397.63,1446.57,183.23,2026-03-25,36,Electronics,Strategic
C-01560,New,24,4396.62,1622.01,183.19,2026-04-17,13,Electronics,Strategic
C-02240,VIP,42,4395.67,943.39,104.66,2026-04-19,11,Electronics,Strategic
C-02775,Returning,22,4393.80,1183.50,199.72,2026-04-20,10,Electronics,Strategic
C-02180,New,23,4392.36,1532.28,190.97,2026-04-11,19,Electronics,Strategic
C-02475,VIP,37,4392.09,1569.42,118.71,2026-04-17,13,Beauty,Strategic
C-00027,Returning,23,4391.37,1097.57,190.93,2026-02-21,68,Electronics,Strategic
C-00042,Returning,28,4388.70,1447.56,156.74,2026-04-25,5,Electronics,Strategic
C-00768,Returning,26,4388.06,1461.25,168.77,2026-04-16,14,Home,Strategic
C-01306,New,25,4387.33,1336.09,175.49,2026-02-27,62,Electronics,Strategic
C-00548,New,25,4386.09,1431.62,175.44,2026-04-22,8,Electronics,Strategic
C-02103,Returning,20,4383.03,1527.02,219.15,2026-04-09,21,Electronics,Strategic
C-01389,Returning,24,4382.56,1575.16,182.61,2026-04-06,24,Electronics,Strategic
C-00045,New,28,4381.66,942.88,156.49,2026-03-26,35,Electronics,Strategic
C-01203,Returning,26,4380.65,1388.80,168.49,2026-04-15,15,Electronics,Strategic
C-00773,Returning,25,4375.70,1470.17,175.03,2026-04-29,1,Sports,Strategic
C-00789,New,23,4373.64,1503.78,190.16,2026-04-27,3,Electronics,Strategic
C-01550,Returning,24,4373.11,993.37,182.21,2026-03-30,31,Electronics,Strategic
C-01673,New,23,4372.53,1492.02,190.11,2026-04-16,14,Electronics,Strategic
C-01151,New,24,4371.80,1546.64,182.16,2026-04-29,1,Electronics,Strategic
C-00805,New,26,4370.67,1317.86,168.10,2026-04-06,24,Home,Strategic
C-01023,New,23,4367.67,1303.19,189.90,2026-03-08,53,Electronics,Strategic
C-00743,Returning,29,4366.13,1742.67,150.56,2026-04-22,8,Apparel,Strategic
C-00008,New,21,4365.93,1528.10,207.90,2026-04-25,5,Beauty,Strategic
C-01692,Returning,25,4363.99,1694.06,174.56,2026-03-21,40,Electronics,Strategic
C-00877,New,30,4361.55,1622.37,145.39,2026-04-19,11,Home,Strategic
C-01040,Returning,29,4360.69,1327.64,150.37,2026-04-25,5,Home,Strategic
C-01957,New,31,4356.49,1166.34,140.53,2026-04-30,0,Electronics,Strategic
C-00850,New,20,4355.02,1413.14,217.75,2026-04-18,12,Home,Strategic
C-01487,New,28,4352.58,1517.30,155.45,2026-03-28,33,Home,Strategic
C-00232,New,26,4350.75,1678.07,167.34,2026-03-31,30,Home,Strategic
C-00060,New,23,4349.04,1710.32,189.09,2026-04-21,9,Sports,Strategic
C-02167,Returning,34,4348.56,1178.79,127.90,2026-04-05,25,Apparel,Strategic
C-02471,New,28,4348.05,1247.58,155.29,2026-03-20,41,Electronics,Strategic
C-02662,Returning,21,4347.49,1649.20,207.02,2026-04-24,6,Apparel,Strategic
C-02564,New,21,4344.41,1489.36,206.88,2026-04-15,15,Electronics,Strategic
C-02267,Returning,23,4343.84,1660.98,188.86,2026-03-30,31,Home,Strategic
C-00590,New,28,4343.57,1428.39,155.13,2026-03-15,46,Home,Strategic
C-02622,Returning,31,4342.80,1347.64,140.09,2026-03-28,33,Electronics,Strategic
C-01227,Returning,27,4342.02,1073.87,160.82,2026-04-14,16,Electronics,Strategic
C-01668,Returning,25,4338.92,1311.55,173.56,2026-04-04,26,Home,Strategic
C-00639,New,30,4336.26,1417.66,144.54,2026-04-20,10,Electronics,Strategic
C-00683,Returning,23,4335.79,1536.43,188.51,2026-04-25,5,Home,Strategic
C-00806,New,25,4332.91,1533.32,173.32,2026-03-24,37,Electronics,Strategic
C-01544,Returning,25,4332.24,1402.91,173.29,2026-04-13,17,Electronics,Strategic
C-00189,Returning,30,4332.21,1163.56,144.41,2026-04-14,16,Electronics,Strategic
C-01509,Returning,22,4332.20,1437.77,196.92,2026-04-16,14,Electronics,Strategic
C-02640,Returning,25,4330.39,1207.72,173.22,2026-04-07,23,Electronics,Strategic
C-01314,Returning,26,4327.14,1371.58,166.43,2026-03-02,59,Beauty,Strategic
C-02753,VIP,28,4322.81,1370.06,154.39,2026-04-23,7,Electronics,Strategic
C-02742,New,20,4314.30,1714.33,215.71,2026-04-25,5,Electronics,Strategic
C-00204,New,21,4313.15,1195.13,205.39,2026-02-20,69,Home,Strategic
C-00625,Returning,21,4313.07,1432.40,205.38,2026-04-23,7,Electronics,Strategic
C-02724,Returning,20,4309.87,1564.74,215.49,2026-03-10,51,Electronics,Strategic
C-02281,Returning,20,4307.91,1505.44,215.40,2026-03-30,31,Electronics,Strategic
C-02200,Returning,26,4307.16,800.76,165.66,2026-04-30,0,Electronics,Strategic
C-02531,New,26,4305.33,649.19,165.59,2026-02-27,62,Electronics,Strategic
C-01504,New,24,4301.64,1500.31,179.23,2026-03-10,51,Sports,Strategic
C-01102,New,25,4300.11,1562.29,172.00,2026-04-26,4,Electronics,Strategic
C-01874,New,26,4297.97,1172.54,165.31,2026-04-11,19,Electronics,Strategic
C-00340,VIP,34,4295.21,984.40,126.33,2026-04-23,7,Electronics,Strategic
C-00701,Returning,25,4294.73,1395.90,171.79,2026-04-27,3,Electronics,Strategic
C-02321,New,25,4293.09,1560.16,171.72,2026-04-22,8,Home,Strategic
C-01482,Returning,24,4291.29,1618.83,178.80,2026-04-04,26,Electronics,Strategic
C-01837,Returning,22,4286.76,1461.63,194.85,2026-04-11,19,Sports,Strategic
C-00801,New,29,4286.43,602.75,147.81,2026-04-15,15,Electronics,Strategic
